Strain	Admin Division	Originating Lab	Submitting Lab	gisaid_epi_isl	url	Country	Region	Host	Submission Date	Location	Clade	Collection Data	Author	Exposure History	genbank_accession
England/20100005406/2020	England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	EPI_ISL_415135		United Kingdom	Europe	Human	3-7 days ago		A2a	2020-02-28	Galiano et al		
England/20100004706/2020	England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	EPI_ISL_415133		United Kingdom	Europe	Human	3-7 days ago		A2a	2020-02-29	Galiano et al		
England/20100004806/2020	England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	EPI_ISL_415134		United Kingdom	Europe	Human	3-7 days ago		A2a	2020-02-29	Galiano et al		
England/200990660/2020	England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	EPI_ISL_414523		United Kingdom	Europe	Human	One week ago		A2a	2020-02-27	Galiano et al		
Scotland/EDB011/2020	Scotland	Virology Department, Royal Infirmary of Edinburgh, NHS Lothian	Virology Department, Royal Infirmary of Edinburgh, NHS Lothian	EPI_ISL_415637		United Kingdom	Europe	Human	3-7 days ago		A2a	2020-03-04	McHugh et al		
England/201040141/2020	England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	EPI_ISL_414526		United Kingdom	Europe	Human	One week ago		A2a	2020-03-03	Galiano et al		
Belgium/BC-03016/2020	Sint-Niklaas	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	EPI_ISL_415157		Belgium	Europe	Human	3-7 days ago		A2a	2020-03-01	Vanmechelen et al		
Switzerland/TI2045/2020	Ticino	Hopitaux universitaires de Geneve Laboratoire de Virologie	Hopitaux universitaires de Geneve Laboratoire de Virologie	EPI_ISL_415703		Switzerland	Europe	Human	3-7 days ago		A2a	2020-03-01	Laubscher et al		
England/200990723/2020	England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	EPI_ISL_414012		United Kingdom	Europe	Human	One week ago		A2a	2020-02-27	Galiano et al		
Nigeria/Lagos01/2020	Lagos	Centre for Human and Zoonotic Virology (CHAZVY), College of Medicine University of Lagos/Lagos University Teaching Hospital (LUTH), part of the Laboratory Network of the Nigeria Centre for Disease Control (NCDC)	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University, Ede, Osun State, Nigeria	EPI_ISL_413550		Nigeria	Africa	Human	One month ago		A2a	2020-02-27	Oluniyi et al	Italy	
Mexico/CDMX-InDRE_01/2020	Mexico City	Instituto Nacional de Enfermedades Respiratorias	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	EPI_ISL_412972		Mexico	North America	Human	One month ago		A2a	2020-02-27	Ernesto et al	Lombardy	
Scotland/EDB007/2020	Scotland	Virology Department, Royal Infirmary of Edinburgh, NHS Lothian	Virology Department, Royal Infirmary of Edinburgh, NHS Lothian	EPI_ISL_415634		United Kingdom	Europe	Human	3-7 days ago		A2a	2020-03-06	McHugh et al		
Scotland/CVR01/2020	Scotland	West of Scotland Specialist Virology Centre, NHSGGC	MRC-University of Glasgow Centre for Virus Research	EPI_ISL_413221		United Kingdom	Europe	Human	One month ago		A2a	2020-03-02	Thomson et al		
Netherlands/ZuidHolland_28/2020	South Holland	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_415532		Netherlands	Europe	Human	3-7 days ago		A2a	2020-03-09	Nieuwenhuijse et al		
Switzerland/VD0503/2020	Geneva	Hopitaux universitaires de Geneve Laboratoire de Virologie	Hopitaux universitaires de Geneve Laboratoire de Virologie	EPI_ISL_415459		Switzerland	Europe	Human	3-7 days ago		A2a	2020-02-29	Laubscher et al		
Switzerland/VD5615/2020	Vaud	Laboratoire de Virologie, HUG	Swiss National Reference Centre for Influenza	EPI_ISL_414023		Switzerland	Europe	Human	One week ago		A2a	2020-03-01	LAUBSCHER Florian et al. et al		
Wales/PHW05/2020	Wales	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	EPI_ISL_414488		United Kingdom	Europe	Human	One week ago		A2a	2020-03-08	Moore et al		
Belgium/QKJ-03015/2020	Brussels	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	EPI_ISL_415158		Belgium	Europe	Human	3-7 days ago		A2a	2020-03-01	Vanmechelen et al		
Netherlands/Delft_1363424/2020	South Holland	RIVM	Erasmus Medical Center	EPI_ISL_413569		Netherlands	Europe	Human	One month ago	Delft	A2a	2020-02-28	Nieuwenhuijse et al		
Netherlands/Diemen_1363454/2020	North Holland	RIVM	Erasmus Medical Center	EPI_ISL_413570		Netherlands	Europe	Human	One month ago	Diemen	A2a	2020-02-28	Nieuwenhuijse et al		
Switzerland/GR2988/2020	Graubünden	Hopitaux universitaires de Geneve Laboratoire de Virologie	Hopitaux universitaires de Geneve Laboratoire de Virologie	EPI_ISL_415698		Switzerland	Europe	Human	3-7 days ago		A2a	2020-02-27	Laubscher et al		
Switzerland/GR3043/2020	Graubünden	Hopitaux universitaires de Geneve Laboratoire de Virologie	Hopitaux universitaires de Geneve Laboratoire de Virologie	EPI_ISL_415699		Switzerland	Europe	Human	3-7 days ago		A2a	2020-02-27	Laubscher et al		
Switzerland/1000477377/2020	Zurich	Department of Internal Medicine, Triemli Hospital	Institute of Medical Virology, University of Zurich	EPI_ISL_413020		Switzerland	Europe	Human	One month ago		A2a	2020-02-27	Schmutz et al	Wales	
Wales/PHW04/2020	Wales	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	EPI_ISL_415041		United Kingdom	Europe	human	3-7 days ago		A2a	2020-03-07	Moore et al		
Wales/PHW03/2020	Wales	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	EPI_ISL_414486		United Kingdom	Europe	Human	One week ago		A2a	2020-03-07	Moore et al		
Switzerland/1000477757/2020	Zurich	Klinik Hirslanden Zurich	Institute of Medical Virology, University of Zurich	EPI_ISL_413021		Switzerland	Europe	Human	One month ago		A2a	2020-02-29	Schmutz et al	Lombardy	
Brazil/SPBR-12/2020	Sao Paulo	Hospital Israelita Albert Einstein	Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory	EPI_ISL_416034		Brazil	South America	Human	1-2 days ago	Sao Paulo	A2a	2020-03-04	Claudio Tavares Sacchi et al	USA	
Germany/Baden-Wuerttemberg-1/2020	Baden-Wuerttemberg	State Health Office Baden-Wuerttemberg	Charite Universitatsmedizin Berlin, Institute of Virology	EPI_ISL_412912		Germany	Europe	Human	One month ago		A2a	2020-02-25	Corman et al	Lombardy	
Switzerland/GE1422/2020	Geneva	Hopitaux universitaires de Geneve Laboratoire de Virologie	Hopitaux universitaires de Geneve Laboratoire de Virologie	EPI_ISL_415454		Switzerland	Europe	Human	3-7 days ago		A2a	2020-02-28	Laubscher et al		
Netherlands/Helmond_1363548/2020	North Brabant	MHC West-Brabant	Erasmus Medical Center	EPI_ISL_413574		Netherlands	Europe	Human	One month ago	Helmond	A2a	2020-02-29	Nieuwenhuijse et al		
Switzerland/AG7120/2020	Aargau	Hopitaux universitaires de Geneve Laboratoire de Virologie	Hopitaux universitaires de Geneve Laboratoire de Virologie	EPI_ISL_415457		Switzerland	Europe	Human	3-7 days ago		A2a	2020-02-29	Laubscher et al		
Switzerland/GE1402/2020	Geneva	Hopitaux universitaires de Geneve Laboratoire de Virologie	Hopitaux universitaires de Geneve Laboratoire de Virologie	EPI_ISL_415700		Switzerland	Europe	Human	3-7 days ago		A2a	2020-02-28	Laubscher et al		
Brazil/BA-312/2020	Bahia	Laboratorio Central de Saude Publica Professor Goncalo Moniz  LACEN/BA	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	EPI_ISL_415105		Brazil	South America	Human	3-7 days ago	Feira de Santana	A2a	2020-03-04	Resende et al		
Switzerland/1000477797/2020	Zurich	Division of Infectious Diseases, University Hospital Zurich	Institute of Medical Virology, University of Zurich	EPI_ISL_413023		Switzerland	Europe	Human	One month ago		A2a	2020-02-29	Schmutz et al	Lombardy	
Switzerland/GE8102/2020	Geneva	Hopitaux universitaires de Geneve Laboratoire de Virologie	Hopitaux universitaires de Geneve Laboratoire de Virologie	EPI_ISL_415458		Switzerland	Europe	Human	3-7 days ago		A2a	2020-03-01	Laubscher et al		
Brazil/SPBR-08/2020	Sao Paulo	Laboiratorio Fleury	Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory	EPI_ISL_416029		Brazil	South America	Human	1-2 days ago	Sao Paulo	A2a	2020-03-04	Claudio Tavares Sacchi et al		
Brazil/SPBR-13/2020	Sao Paulo	National Influenza Center - Instituto Adolfo Lutz	Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory	EPI_ISL_416035		Brazil	South America	Human	1-2 days ago	Sao Paulo	A2a	2020-03-05	Claudio Tavares Sacchi et al		
Denmark/SSI-05/2020	Copenhagen	Department of Virus and Microbiological Special diagnostics, Statens Serum Institut, Copenhagen, Denmark.	Statens Serum Institute	EPI_ISL_416140		Denmark	Europe	Human	1-2 days ago		A2a	2020-03-02	Rasmussen et al		
Wales/PHW25/2020	Wales	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	EPI_ISL_415916		United Kingdom	Europe	Human	3-7 days ago		A2a	2020-03-11	Moore et al		
Wales/PHW18/2020	Wales	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	EPI_ISL_415991		United Kingdom	Europe	Human	3-7 days ago		A2a	2020-03-09	Moore et al		
Wales/PHW07/2020	Wales	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	EPI_ISL_415977		United Kingdom	Europe	Human	3-7 days ago		A2a	2020-03-08	Moore et al		
Wales/PHW2/2020	Wales	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	EPI_ISL_413556		United Kingdom	Europe	Human	One month ago		A2a	2020-03-04	Moore et al		
Wales/PHW33/2020	Wales	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	EPI_ISL_415656		United Kingdom	Europe	Human	3-7 days ago		A2a	2020-03-12	Moore et al		
Switzerland/BE6651/2020	Bern	Hopitaux universitaires de Geneve Laboratoire de Virologie	Hopitaux universitaires de Geneve Laboratoire de Virologie	EPI_ISL_415456		Switzerland	Europe	Human	3-7 days ago		A2a	2020-02-29	Laubscher et al		
Netherlands/NoordHolland_2/2020	North Holland	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_414549		Netherlands	Europe	Human	One week ago		A2a	2020-03-03	Nieuwenhuijse et al		
Switzerland/GE3895/2020	Geneva	Laboratoire de Virologie, HUG	Swiss National Reference Centre for Influenza	EPI_ISL_413997		Switzerland	Europe	Human	One week ago		A2a	2020-02-26	LAUBSCHER Florian et al. et al	Lombardy	
Switzerland/BL0902/2020	Basel	Laboratoire de Virologie, HUG	Swiss National Reference Centre for Influenza	EPI_ISL_414021		Switzerland	Europe	Human	One week ago		A2a	2020-02-27	LAUBSCHER Florian et al. et al		
Switzerland/GE0199/2020	Geneva	Hopitaux universitaires de Geneve Laboratoire de Virologie	Hopitaux universitaires de Geneve Laboratoire de Virologie	EPI_ISL_415455		Switzerland	Europe	Human	3-7 days ago		A2a	2020-02-28	Laubscher et al		
Switzerland/GE9586/2020	Geneva	Laboratoire de Virologie, HUG	Swiss National Reference Centre for Influenza	EPI_ISL_414022		Switzerland	Europe	Human	One week ago		A2a	2020-02-27	LAUBSCHER Florian et al. et al	Lombardy	
Switzerland/1000477806/2020	Zurich	Division of Infectious Diseases, University Hospital Zurich	Institute of Medical Virology, University of Zurich	EPI_ISL_413024		Switzerland	Europe	Human	One month ago		A2a	2020-02-29	Schmutz et al	Basel	
Switzerland/BS0914/2020	Basel	Hopitaux universitaires de Geneve Laboratoire de Virologie	Hopitaux universitaires de Geneve Laboratoire de Virologie	EPI_ISL_415701		Switzerland	Europe	Human	3-7 days ago		A2a	2020-03-02	Laubscher et al		
Scotland/EDB009/2020	Scotland	Virology Department, Royal Infirmary of Edinburgh, NHS Lothian	Virology Department, Royal Infirmary of Edinburgh, NHS Lothian	EPI_ISL_415636		United Kingdom	Europe	Human	3-7 days ago		A2a	2020-03-06	McHugh et al		
Netherlands/NA_2/2020	Netherlands	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_415476		Netherlands	Europe	Human	3-7 days ago		A2a	2020-03-10	Nieuwenhuijse et al		
Netherlands/ZuidHolland_13/2020	South Holland	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_414470		Netherlands	Europe	Human	One week ago		A2a	2020-03-06	Nieuwenhuijse et al		
Brazil/SPBR-14/2020	Sao Paulo	National Influenza Center - Instituto Adolfo Lutz	Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory	EPI_ISL_416036		Brazil	South America	Human	1-2 days ago	Sao Paulo	A2a	2020-03-05	Claudio Tavares Sacchi et al	Italy	
Chile/Santiago-2/2020	Santiago	Clinica Santa Maria, Santiago, Chile	Instituto de Salud Publica de Chile	EPI_ISL_414580		Chile	South America	Human	One week ago		A2a	2020-03-05	Castillo et al		
Vietnam/CM295/2020	Red River Delta	National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)	National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)	EPI_ISL_416430		Vietnam	Asia	Human	1-2 days ago	Hanoi	A2a	2020-03-06	Le Quynh Mai et al		
Vietnam/CM296/2020	Red River Delta	National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)	National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)	EPI_ISL_416431		Vietnam	Asia	Human	1-2 days ago	Hanoi	A2a	2020-03-06	Le Quynh Mai et al		
Netherlands/NoordBrabant_26/2020	North Brabant	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_414535		Netherlands	Europe	Human	One week ago		A2a	2020-03-06	Nieuwenhuijse et al		
Vietnam/39607/2020	Quangning	National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)	National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)	EPI_ISL_416428		Vietnam	Asia	Human	1-2 days ago		A2a	2020-03-07	Le Quynh Mai et al		
Switzerland/1000477796/2020	Zurich	Division of Infectious Diseases, University Hospital Zurich	Institute of Medical Virology, University of Zurich	EPI_ISL_413022		Switzerland	Europe	Human	One month ago		A2a	2020-02-29	Schmutz et al	Lombardy	
England/20099038206/2020	England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	EPI_ISL_415129		United Kingdom	Europe	Human	3-7 days ago		A2a	2020-02-29	Galiano et al		
Netherlands/Tilburg_1364286/2020	North Brabant	Foundation Elisabeth-Tweesteden Ziekenhuis	Erasmus Medical Center	EPI_ISL_413587		Netherlands	Europe	Human	One month ago	Tilburg	A2a	2020-03-03	Nieuwenhuijse et al		
Netherlands/Nootdorp_1364222/2020	South Holland	MHC Haaglanden	Erasmus Medical Center	EPI_ISL_413579		Netherlands	Europe	Human	One month ago	Nootdorp	A2a	2020-03-03	Nieuwenhuijse et al		
Netherlands/NoordBrabant_39/2020	North Brabant	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_414548		Netherlands	Europe	Human	One week ago		A2a	2020-03-04	Nieuwenhuijse et al		
Netherlands/Overijssel_2/2020	Overijssel	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_414460		Netherlands	Europe	Human	One week ago		A2a	2020-03-03	Nieuwenhuijse et al		
Netherlands/Utrecht_1/2020	Utrecht	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_414435		Netherlands	Europe	Human	One week ago		A2a	2020-03-03	Nieuwenhuijse et al		
Finland/FIN03032020C/2020	Helsinki	Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland	Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland	EPI_ISL_413604		Finland	Europe	Human	One week ago		A2a	2020-03-03	Smura et al	Italy	
Finland/FIN-318/2020	Finland	Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland	Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland	EPI_ISL_414644		Finland	Europe	Human	3-7 days ago		A2a	2020-03-04	Smura et al		
Netherlands/Berlicum_1363564/2020	North Brabant	Foundation Pamm	Erasmus Medical Center	EPI_ISL_413565		Netherlands	Europe	Human	One month ago	Berlicum	A2a	2020-02-24	Nieuwenhuijse et al		
Switzerland/SZ1417/2020	Schwyz	Hopitaux universitaires de Geneve Laboratoire de Virologie	Hopitaux universitaires de Geneve Laboratoire de Virologie	EPI_ISL_415702		Switzerland	Europe	Human	3-7 days ago		A2a	2020-03-02	Laubscher et al		
Scotland/EDB006/2020	Scotland	Virology Department, Royal Infirmary of Edinburgh, NHS Lothian	Virology Department, Royal Infirmary of Edinburgh, NHS Lothian	EPI_ISL_415633		United Kingdom	Europe	Human	3-7 days ago		A2a	2020-03-09	McHugh et al		
Netherlands/Eindhoven_1363782/2020	North Brabant	MHC Brabant Zuidoost	Erasmus Medical Center	EPI_ISL_413571		Netherlands	Europe	Human	One month ago	Eindhoven	A2a	2020-03-02	Nieuwenhuijse et al		
Netherlands/ZuidHolland_2/2020	South Holland	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_414556		Netherlands	Europe	Human	One week ago		A2a	2020-03-06	Nieuwenhuijse et al		
Netherlands/Utrecht_14/2020	Utrecht	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_414464		Netherlands	Europe	Human	One week ago		A2a	2020-03-04	Nieuwenhuijse et al		
Netherlands/NA_25/2020	Netherlands	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_415482		Netherlands	Europe	Human	3-7 days ago		A2a	2020-03-09	Nieuwenhuijse et al		
Netherlands/Limburg_5/2020	Limburg	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_414448		Netherlands	Europe	Human	One week ago		A2a	2020-03-04	Nieuwenhuijse et al		
Netherlands/NA_11/2020	Netherlands	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_415467		Netherlands	Europe	Human	3-7 days ago		A2a	2020-03-10	Nieuwenhuijse et al		
Netherlands/NA_26/2020	Netherlands	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_415483		Netherlands	Europe	Human	3-7 days ago		A2a	2020-03-09	Nieuwenhuijse et al		
Netherlands/NoordBrabant_3/2020	North Brabant	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_414429		Netherlands	Europe	Human	One week ago		A2a	2020-03-02	Nieuwenhuijse et al		
